PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.064,0.319,0.436,0.043,0.074,0.064,0.5,0.106,0.064,0.596,0.404
0.139,0.219,0.467,0.023,0.099,0.139,0.497,0.202,0.017,0.517,0.483
0.134,0.243,0.462,0.073,0.058,0.134,0.505,0.249,0.049,0.526,0.474
0.127,0.205,0.481,0.042,0.096,0.127,0.498,0.224,0.043,0.447,0.553
0.147,0.2,0.519,0.047,0.093,0.147,0.495,0.23,0.042,0.509,0.491
0.273,0.2,0.4,0.036,0.091,0.273,0.436,0.345,0.036,0.455,0.545
0.189,0.128,0.507,0.034,0.054,0.189,0.486,0.25,0.02,0.453,0.547
0.1,0.218,0.573,0,0.055,0.1,0.5,0.136,0.036,0.545,0.455
0.138,0.162,0.535,0.048,0.093,0.138,0.526,0.228,0.039,0.514,0.486
0.108,0.196,0.494,0.025,0.108,0.108,0.475,0.19,0.044,0.418,0.582
0.119,0.165,0.573,0.029,0.05,0.119,0.536,0.178,0.033,0.582,0.418
0.141,0.191,0.518,0.032,0.059,0.141,0.527,0.205,0.041,0.555,0.445
0.104,0.181,0.585,0.056,0.063,0.104,0.563,0.2,0.052,0.585,0.415
0.061,0.268,0.496,0.061,0.039,0.061,0.575,0.206,0.053,0.649,0.351
0.204,0.165,0.447,0.029,0.039,0.204,0.485,0.243,0.097,0.398,0.602
0.147,0.212,0.454,0.038,0.109,0.147,0.437,0.222,0.044,0.44,0.56
0.155,0.173,0.485,0.058,0.062,0.155,0.494,0.242,0.044,0.48,0.52
0.127,0.241,0.519,0.055,0.086,0.127,0.543,0.206,0.052,0.488,0.512
0.126,0.178,0.535,0.054,0.07,0.126,0.498,0.215,0.028,0.509,0.491
0.176,0.186,0.446,0.035,0.084,0.176,0.459,0.249,0.027,0.411,0.589
0.19,0.142,0.564,0.052,0.052,0.19,0.474,0.275,0.038,0.545,0.455
0.129,0.17,0.497,0.051,0.081,0.129,0.464,0.216,0.046,0.472,0.528
0.152,0.195,0.467,0.036,0.077,0.152,0.455,0.227,0.029,0.489,0.511
0.148,0.136,0.536,0.027,0.081,0.148,0.491,0.196,0.021,0.449,0.551
0.113,0.189,0.516,0.049,0.064,0.113,0.51,0.222,0.029,0.5,0.5
0.123,0.221,0.491,0.04,0.115,0.123,0.532,0.213,0.054,0.495,0.505
0.163,0.205,0.456,0.058,0.088,0.163,0.466,0.263,0.038,0.46,0.54
0.133,0.133,0.667,0.019,0.086,0.133,0.61,0.171,0.029,0.486,0.514
0.179,0.172,0.45,0.053,0.093,0.179,0.464,0.252,0.073,0.503,0.497
0.11,0.201,0.562,0.043,0.111,0.11,0.574,0.185,0.048,0.492,0.508
0.145,0.202,0.475,0.04,0.082,0.145,0.489,0.226,0.036,0.444,0.556
0.125,0.148,0.561,0.033,0.064,0.125,0.528,0.194,0.02,0.526,0.474
0.121,0.17,0.487,0.044,0.082,0.121,0.477,0.25,0.039,0.482,0.518
0.086,0.331,0.437,0.06,0.093,0.086,0.536,0.212,0.119,0.629,0.371
0.071,0.182,0.556,0.071,0.091,0.071,0.505,0.192,0.03,0.616,0.384
0.119,0.192,0.513,0.022,0.072,0.119,0.491,0.189,0.035,0.528,0.472
0.125,0.153,0.556,0.051,0.067,0.125,0.537,0.208,0.035,0.53,0.47
0.105,0.178,0.53,0.029,0.038,0.105,0.52,0.171,0.036,0.584,0.416
0.127,0.17,0.546,0.079,0.104,0.127,0.519,0.234,0.027,0.541,0.459
0.108,0.175,0.561,0.04,0.038,0.108,0.546,0.19,0.027,0.568,0.432
0.188,0.089,0.518,0.036,0.036,0.188,0.455,0.25,0.027,0.473,0.527
0.119,0.165,0.547,0.07,0.086,0.119,0.527,0.23,0.029,0.535,0.465
0.121,0.19,0.532,0.074,0.095,0.121,0.53,0.228,0.038,0.513,0.487
0.122,0.219,0.484,0.062,0.084,0.122,0.508,0.23,0.049,0.53,0.47
0.131,0.2,0.5,0.038,0.092,0.131,0.531,0.223,0.054,0.477,0.523
0.122,0.232,0.501,0.067,0.085,0.122,0.543,0.23,0.068,0.513,0.487
0.099,0.2,0.521,0.038,0.065,0.099,0.512,0.178,0.054,0.535,0.465
0.124,0.265,0.443,0.05,0.079,0.124,0.443,0.208,0.032,0.418,0.582
0.111,0.257,0.497,0.09,0.054,0.111,0.499,0.246,0.054,0.548,0.452
0.128,0.217,0.497,0.057,0.114,0.128,0.465,0.22,0.013,0.535,0.465
0.123,0.17,0.542,0.044,0.111,0.123,0.537,0.206,0.018,0.488,0.512
0.112,0.144,0.576,0.04,0.088,0.112,0.56,0.2,0.024,0.584,0.416
0.155,0.199,0.404,0.025,0.118,0.155,0.404,0.242,0.031,0.41,0.59
0.11,0.211,0.505,0.044,0.11,0.11,0.486,0.196,0.038,0.492,0.508
0.098,0.199,0.499,0.082,0.066,0.098,0.509,0.245,0.025,0.557,0.443
0.111,0.158,0.581,0.073,0.115,0.111,0.526,0.214,0.03,0.444,0.556
0.156,0.152,0.464,0.017,0.084,0.156,0.43,0.249,0.025,0.405,0.595
0.133,0.19,0.52,0.058,0.095,0.133,0.474,0.228,0.035,0.553,0.447
0.123,0.208,0.506,0.032,0.084,0.123,0.461,0.214,0.032,0.435,0.565
0.134,0.24,0.426,0.044,0.09,0.134,0.457,0.242,0.023,0.491,0.509
0.093,0.143,0.643,0.062,0.031,0.093,0.596,0.191,0.067,0.604,0.396
0.123,0.228,0.511,0.066,0.076,0.123,0.534,0.206,0.039,0.519,0.481
0.204,0.207,0.422,0.04,0.082,0.204,0.432,0.307,0.033,0.453,0.547
0.116,0.204,0.518,0.043,0.081,0.116,0.528,0.198,0.046,0.515,0.485
0.153,0.525,0.237,0.085,0,0.153,0.542,0.254,0.322,0.729,0.271
0.121,0.229,0.46,0.049,0.131,0.121,0.456,0.22,0.047,0.493,0.507
0.112,0.192,0.543,0.064,0.093,0.112,0.521,0.227,0.054,0.53,0.47
0.097,0.155,0.576,0.045,0.036,0.097,0.547,0.197,0.013,0.576,0.424
0.128,0.15,0.581,0.092,0.101,0.128,0.54,0.235,0.025,0.556,0.444
0.146,0.226,0.465,0.114,0.063,0.146,0.459,0.309,0.041,0.557,0.443
0.131,0.167,0.539,0.057,0.062,0.131,0.503,0.241,0.033,0.497,0.503
0.117,0.224,0.49,0.066,0.055,0.117,0.483,0.217,0.041,0.472,0.528
0.128,0.165,0.506,0.037,0.061,0.128,0.488,0.201,0.03,0.494,0.506
0.149,0.186,0.466,0.045,0.09,0.149,0.475,0.24,0.027,0.457,0.543
0.098,0.189,0.595,0.081,0.081,0.098,0.598,0.216,0.024,0.618,0.382
0.194,0.213,0.442,0.043,0.062,0.194,0.428,0.272,0.038,0.487,0.513
0.114,0.188,0.559,0.078,0.091,0.114,0.547,0.207,0.023,0.558,0.442
0.126,0.204,0.533,0.066,0.116,0.126,0.521,0.218,0.047,0.474,0.526
0.278,0.153,0.389,0.014,0.014,0.278,0.389,0.333,0.028,0.264,0.736
0.147,0.167,0.525,0.097,0.05,0.147,0.534,0.284,0.044,0.501,0.499
0.272,0.147,0.478,0.044,0.103,0.272,0.463,0.338,0.007,0.441,0.559
0.148,0.271,0.383,0.048,0.064,0.148,0.407,0.25,0.031,0.519,0.481
0.104,0.208,0.443,0.009,0.104,0.104,0.443,0.151,0.028,0.453,0.547
0.167,0.104,0.556,0.043,0.071,0.167,0.519,0.229,0.019,0.431,0.569
0.166,0.13,0.513,0.041,0.088,0.166,0.469,0.256,0.031,0.466,0.534
0.173,0.144,0.49,0.019,0.106,0.173,0.49,0.25,0.038,0.433,0.567
0.133,0.212,0.481,0.038,0.092,0.133,0.459,0.223,0.043,0.552,0.448
0.112,0.221,0.488,0.063,0.064,0.112,0.478,0.221,0.018,0.567,0.433
0.158,0.141,0.504,0.038,0.083,0.158,0.472,0.22,0.035,0.45,0.55
0.111,0.2,0.467,0.017,0.072,0.111,0.494,0.172,0.05,0.483,0.517
0.109,0.241,0.475,0.035,0.076,0.109,0.481,0.208,0.037,0.584,0.416
0.126,0.163,0.548,0.062,0.062,0.126,0.561,0.221,0.041,0.548,0.452
0.121,0.19,0.52,0.047,0.107,0.121,0.487,0.197,0.04,0.507,0.493
0.11,0.233,0.48,0.037,0.113,0.11,0.5,0.176,0.056,0.475,0.525
0.163,0.201,0.445,0.014,0.092,0.163,0.452,0.24,0.025,0.41,0.59
0.148,0.239,0.45,0.115,0.061,0.148,0.473,0.298,0.056,0.545,0.455
0.15,0.216,0.447,0.045,0.1,0.15,0.457,0.252,0.024,0.479,0.521
0.283,0.183,0.467,0.15,0.033,0.283,0.55,0.433,0.1,0.533,0.467
0.137,0.234,0.493,0.102,0.088,0.137,0.502,0.249,0.015,0.546,0.454
0.197,0.175,0.446,0.048,0.123,0.197,0.431,0.29,0.03,0.368,0.632
0.062,0.302,0.543,0.031,0.085,0.062,0.574,0.14,0.023,0.612,0.388
0.141,0.26,0.48,0.073,0.084,0.141,0.533,0.247,0.058,0.563,0.437
0.15,0.169,0.476,0.03,0.144,0.15,0.467,0.232,0.032,0.458,0.542
0.166,0.238,0.389,0.043,0.077,0.166,0.406,0.283,0.015,0.491,0.509
0.159,0.15,0.513,0.044,0.08,0.159,0.504,0.248,0.035,0.425,0.575
0.116,0.253,0.493,0.062,0.089,0.116,0.514,0.192,0.068,0.514,0.486
0.214,0.113,0.464,0.03,0.077,0.214,0.443,0.292,0.027,0.375,0.625
0.148,0.245,0.439,0.045,0.103,0.148,0.452,0.239,0.032,0.452,0.548
0.118,0.249,0.458,0.038,0.103,0.118,0.486,0.212,0.03,0.501,0.499
0.179,0.234,0.469,0.083,0.09,0.179,0.497,0.303,0.069,0.531,0.469
0.142,0.129,0.591,0.069,0.103,0.142,0.522,0.216,0.022,0.461,0.539
0.136,0.186,0.472,0.053,0.15,0.136,0.445,0.246,0.032,0.449,0.551
0.132,0.193,0.462,0.033,0.08,0.132,0.458,0.217,0.047,0.453,0.547
0.234,0.234,0.468,0.048,0.096,0.234,0.521,0.319,0.037,0.479,0.521
0.136,0.333,0.432,0.049,0.074,0.136,0.568,0.185,0.148,0.58,0.42
0.119,0.171,0.544,0.054,0.071,0.119,0.514,0.207,0.035,0.549,0.451
0.138,0.174,0.506,0.036,0.085,0.138,0.498,0.219,0.053,0.474,0.526
0.113,0.223,0.56,0.058,0.086,0.113,0.505,0.202,0.031,0.547,0.453
0.146,0.16,0.521,0.061,0.085,0.146,0.512,0.239,0.014,0.526,0.474
0.13,0.203,0.435,0.027,0.103,0.13,0.435,0.226,0.043,0.548,0.452
0.077,0.296,0.532,0.027,0.067,0.077,0.529,0.148,0.02,0.69,0.31
0.218,0.214,0.415,0.069,0.093,0.218,0.31,0.315,0.02,0.577,0.423
0.114,0.25,0.462,0.016,0.109,0.114,0.451,0.168,0.016,0.451,0.549
0.099,0.218,0.56,0.048,0.082,0.099,0.553,0.181,0.024,0.587,0.413
0.135,0.193,0.531,0.082,0.087,0.135,0.473,0.237,0.019,0.536,0.464
0.125,0.201,0.495,0.045,0.116,0.125,0.491,0.206,0.038,0.481,0.519
0.129,0.191,0.524,0.063,0.061,0.129,0.515,0.221,0.027,0.511,0.489
0.12,0.226,0.523,0.045,0.067,0.12,0.528,0.19,0.04,0.483,0.517
0.133,0.192,0.535,0.035,0.056,0.133,0.519,0.194,0.038,0.498,0.502
0.124,0.205,0.513,0.048,0.056,0.124,0.527,0.209,0.058,0.538,0.462
0.131,0.19,0.509,0.037,0.064,0.131,0.493,0.202,0.041,0.537,0.463
0.152,0.221,0.459,0.063,0.139,0.152,0.436,0.254,0.046,0.426,0.574
0.161,0.21,0.459,0.06,0.105,0.161,0.477,0.268,0.066,0.486,0.514
0.12,0.246,0.482,0.053,0.096,0.12,0.517,0.223,0.054,0.528,0.472
0.131,0.175,0.421,0.029,0.083,0.131,0.411,0.302,0.036,0.511,0.489
0.15,0.141,0.488,0.028,0.105,0.15,0.457,0.263,0.036,0.427,0.573
0.118,0.233,0.477,0.087,0.052,0.118,0.491,0.282,0.049,0.519,0.481
0.079,0.148,0.697,0.036,0.161,0.079,0.657,0.142,0.058,0.455,0.545
0.137,0.22,0.485,0.04,0.092,0.137,0.496,0.209,0.038,0.505,0.495
0.101,0.25,0.487,0.048,0.057,0.101,0.474,0.232,0.026,0.64,0.36
0.149,0.237,0.439,0.047,0.108,0.149,0.463,0.231,0.047,0.463,0.537
0.17,0.136,0.5,0.023,0.08,0.17,0.455,0.216,0.034,0.443,0.557
0.083,0.293,0.452,0.051,0.096,0.083,0.516,0.21,0.032,0.535,0.465
0.115,0.251,0.495,0.044,0.085,0.115,0.515,0.227,0.029,0.607,0.393
0.132,0.142,0.584,0.071,0.046,0.132,0.569,0.208,0.015,0.569,0.431
0.14,0.252,0.43,0.047,0.083,0.14,0.473,0.229,0.059,0.467,0.533
0.126,0.227,0.466,0.035,0.076,0.126,0.473,0.2,0.034,0.457,0.543
0.163,0.201,0.417,0.023,0.129,0.163,0.417,0.231,0.045,0.394,0.606
0.153,0.183,0.498,0.04,0.089,0.153,0.49,0.23,0.025,0.453,0.547
0.123,0.155,0.593,0.062,0.04,0.123,0.577,0.198,0.02,0.661,0.339
0.146,0.153,0.534,0.037,0.06,0.146,0.53,0.198,0.037,0.481,0.519
0.13,0.195,0.604,0.053,0.071,0.13,0.598,0.219,0.059,0.473,0.527
0.125,0.171,0.559,0.059,0.066,0.125,0.579,0.23,0.046,0.513,0.487
0.147,0.174,0.535,0.044,0.065,0.147,0.518,0.218,0.032,0.474,0.526
0.168,0.107,0.55,0.064,0.071,0.168,0.504,0.264,0.014,0.454,0.546
0.124,0.2,0.519,0.022,0.059,0.124,0.481,0.173,0.049,0.476,0.524
0.124,0.157,0.54,0.053,0.098,0.124,0.523,0.23,0.023,0.518,0.482
0.163,0.112,0.531,0.034,0.079,0.163,0.466,0.219,0.025,0.407,0.593
0.124,0.187,0.498,0.032,0.127,0.124,0.466,0.203,0.04,0.43,0.57
0.134,0.155,0.573,0.033,0.054,0.134,0.51,0.205,0.038,0.439,0.561
0.11,0.171,0.557,0.052,0.052,0.11,0.557,0.18,0.046,0.547,0.453
0.133,0.24,0.478,0.053,0.083,0.133,0.503,0.242,0.044,0.555,0.445
0.152,0.192,0.441,0.031,0.078,0.152,0.461,0.235,0.044,0.405,0.595
0.122,0.198,0.512,0.046,0.056,0.122,0.538,0.221,0.043,0.492,0.508
0.145,0.158,0.549,0.074,0.063,0.145,0.515,0.232,0.018,0.538,0.462
0.124,0.178,0.515,0.062,0.113,0.124,0.497,0.206,0.028,0.513,0.487
0.151,0.183,0.525,0.065,0.101,0.151,0.518,0.241,0.025,0.428,0.572
0.117,0.175,0.534,0.031,0.063,0.117,0.48,0.188,0.027,0.516,0.484
0.117,0.221,0.497,0.049,0.119,0.117,0.485,0.207,0.026,0.501,0.499
0.087,0.233,0.535,0.029,0.058,0.087,0.552,0.157,0.058,0.61,0.39
0.128,0.209,0.474,0.035,0.073,0.128,0.48,0.203,0.035,0.509,0.491
0.161,0.188,0.427,0.016,0.094,0.161,0.448,0.224,0.042,0.385,0.615
0.142,0.184,0.513,0.075,0.071,0.142,0.517,0.228,0.034,0.532,0.468
0.107,0.24,0.522,0.086,0.068,0.107,0.49,0.24,0.093,0.538,0.462
0.16,0.184,0.493,0.026,0.064,0.16,0.487,0.239,0.047,0.504,0.496
0.112,0.19,0.56,0.069,0.052,0.112,0.578,0.216,0.043,0.526,0.474
0.07,0.276,0.497,0.084,0.078,0.07,0.532,0.241,0.026,0.605,0.395
0.109,0.173,0.559,0.036,0.073,0.109,0.559,0.177,0.045,0.55,0.45
0.14,0.203,0.513,0.044,0.077,0.14,0.526,0.222,0.055,0.493,0.507
0.169,0.212,0.445,0.056,0.074,0.169,0.44,0.247,0.034,0.481,0.519
0.153,0.247,0.415,0.058,0.051,0.153,0.431,0.241,0.032,0.483,0.517
0.119,0.18,0.54,0.031,0.073,0.119,0.517,0.211,0.042,0.533,0.467
0.105,0.21,0.524,0.052,0.153,0.105,0.52,0.227,0.017,0.463,0.537
0.12,0.195,0.544,0.035,0.058,0.12,0.509,0.178,0.043,0.541,0.459
0.081,0.206,0.532,0.074,0.085,0.081,0.553,0.208,0.013,0.649,0.351
0.127,0.233,0.462,0.036,0.096,0.127,0.49,0.253,0.027,0.438,0.562
0.159,0.224,0.426,0.043,0.091,0.159,0.449,0.261,0.054,0.515,0.485
0.14,0.228,0.45,0.025,0.099,0.14,0.474,0.218,0.038,0.483,0.517
0.139,0.183,0.508,0.033,0.072,0.139,0.483,0.217,0.025,0.531,0.469
0.118,0.243,0.492,0.057,0.095,0.118,0.508,0.222,0.04,0.533,0.467
0.288,0.186,0.432,0.008,0.076,0.288,0.424,0.322,0.042,0.39,0.61
0.147,0.216,0.451,0.036,0.052,0.147,0.409,0.24,0.041,0.53,0.47
0.136,0.181,0.517,0.053,0.06,0.136,0.498,0.272,0.042,0.487,0.513
0.176,0.213,0.454,0.037,0.028,0.176,0.463,0.241,0.028,0.398,0.602
0.14,0.231,0.453,0.049,0.114,0.14,0.469,0.238,0.055,0.463,0.537
0.185,0.163,0.415,0.007,0.096,0.185,0.444,0.259,0.044,0.444,0.556
0.058,0.254,0.497,0.033,0.091,0.058,0.548,0.192,0.016,0.594,0.406
0.16,0.203,0.392,0.039,0.049,0.16,0.343,0.252,0.026,0.549,0.451
0.154,0.177,0.491,0.044,0.086,0.154,0.486,0.238,0.032,0.44,0.56
0.281,0.228,0.421,0.018,0.123,0.281,0.439,0.351,0.018,0.404,0.596
0.102,0.243,0.537,0.039,0.068,0.102,0.479,0.194,0.024,0.641,0.359
0.144,0.191,0.455,0.045,0.065,0.144,0.435,0.241,0.058,0.526,0.474
0.169,0.165,0.477,0.041,0.07,0.169,0.444,0.243,0.033,0.486,0.514
0.143,0.177,0.483,0.06,0.104,0.143,0.462,0.247,0.026,0.488,0.512
0.161,0.197,0.414,0.031,0.078,0.161,0.442,0.231,0.051,0.438,0.562
0.282,0.161,0.452,0.008,0.04,0.282,0.452,0.323,0.008,0.363,0.637
0.188,0.171,0.453,0.026,0.06,0.188,0.453,0.265,0.034,0.53,0.47
0.125,0.205,0.537,0.094,0.067,0.125,0.523,0.252,0.058,0.579,0.421
0.251,0.213,0.393,0.049,0.071,0.251,0.404,0.339,0.038,0.383,0.617
0.1,0.157,0.62,0.049,0.023,0.1,0.589,0.183,0.057,0.563,0.437
0.118,0.18,0.513,0.059,0.127,0.118,0.519,0.221,0.044,0.525,0.475
0.128,0.255,0.433,0.053,0.077,0.128,0.469,0.227,0.043,0.518,0.482
0.131,0.192,0.508,0.057,0.107,0.131,0.507,0.22,0.047,0.48,0.52
0.115,0.256,0.487,0.013,0.051,0.115,0.513,0.154,0.038,0.513,0.487
0.144,0.226,0.456,0.028,0.064,0.144,0.459,0.217,0.043,0.514,0.486
0.134,0.272,0.451,0.109,0.093,0.134,0.477,0.288,0.045,0.541,0.459
0.124,0.202,0.415,0.036,0.098,0.124,0.446,0.228,0.067,0.461,0.539
0.125,0.17,0.528,0.059,0.055,0.125,0.432,0.225,0.063,0.561,0.439
0.117,0.162,0.577,0.061,0.085,0.117,0.551,0.213,0.035,0.566,0.434
0.127,0.178,0.513,0.036,0.051,0.127,0.497,0.203,0.041,0.457,0.543
0.115,0.25,0.471,0.045,0.098,0.115,0.447,0.189,0.025,0.451,0.549
0.14,0.156,0.548,0.089,0.038,0.14,0.463,0.262,0.023,0.6,0.4
0.105,0.262,0.477,0.046,0.093,0.105,0.481,0.211,0.008,0.603,0.397
0.105,0.235,0.479,0.059,0.061,0.105,0.485,0.221,0.021,0.561,0.439
0.18,0.242,0.427,0.045,0.09,0.18,0.455,0.242,0.022,0.427,0.573
0.123,0.255,0.479,0.09,0.123,0.123,0.479,0.26,0.019,0.548,0.452
0.24,0.178,0.468,0.036,0.088,0.24,0.463,0.297,0.023,0.483,0.517
0.17,0.16,0.479,0.032,0.085,0.17,0.457,0.213,0.032,0.426,0.574
0.215,0.126,0.511,0.052,0.052,0.215,0.481,0.289,0.044,0.437,0.563
0.106,0.29,0.501,0.135,0.074,0.106,0.549,0.27,0.044,0.634,0.366
0.17,0.152,0.515,0.067,0.036,0.17,0.479,0.279,0.018,0.515,0.485
0.163,0.228,0.38,0.011,0.087,0.163,0.446,0.207,0.087,0.38,0.62
0.15,0.15,0.539,0.071,0.074,0.15,0.53,0.24,0.033,0.485,0.515
0.168,0.102,0.584,0.058,0.073,0.168,0.547,0.234,0.044,0.438,0.562
0.153,0.179,0.502,0.059,0.088,0.153,0.498,0.241,0.02,0.486,0.514
0.136,0.206,0.478,0.05,0.085,0.136,0.47,0.226,0.032,0.491,0.509
0.138,0.146,0.538,0.063,0.087,0.138,0.51,0.237,0.043,0.49,0.51
0.134,0.151,0.543,0.045,0.077,0.134,0.515,0.209,0.03,0.547,0.453
0.143,0.261,0.429,0.034,0.193,0.143,0.471,0.261,0.025,0.387,0.613
0.103,0.193,0.572,0.048,0.062,0.103,0.552,0.193,0.021,0.648,0.352
0.149,0.165,0.531,0.062,0.057,0.149,0.521,0.237,0.057,0.562,0.438
0.096,0.239,0.487,0.023,0.079,0.096,0.473,0.175,0.059,0.569,0.431
0.152,0.204,0.47,0.05,0.095,0.152,0.47,0.248,0.03,0.453,0.547
0.148,0.175,0.511,0.035,0.086,0.148,0.481,0.217,0.025,0.425,0.575
0.137,0.202,0.482,0.031,0.076,0.137,0.514,0.213,0.047,0.513,0.487
0.139,0.226,0.461,0.031,0.159,0.139,0.467,0.24,0.022,0.461,0.539
0.116,0.219,0.519,0.035,0.061,0.116,0.495,0.189,0.028,0.486,0.514
0.102,0.242,0.521,0.073,0.093,0.102,0.488,0.207,0.027,0.529,0.471
0.143,0.231,0.433,0.028,0.108,0.143,0.428,0.235,0.033,0.433,0.567
0.135,0.173,0.481,0.067,0.115,0.135,0.5,0.269,0.058,0.462,0.538
0.147,0.177,0.498,0.049,0.086,0.147,0.486,0.24,0.053,0.539,0.461
0.118,0.311,0.444,0.09,0.081,0.118,0.525,0.252,0.047,0.606,0.394
0.118,0.202,0.522,0.058,0.084,0.118,0.51,0.212,0.043,0.507,0.493
0.123,0.155,0.529,0.045,0.065,0.123,0.497,0.206,0.045,0.561,0.439
0.106,0.246,0.373,0.07,0.077,0.106,0.401,0.211,0.077,0.493,0.507
0.102,0.196,0.6,0.122,0.082,0.102,0.498,0.261,0.041,0.584,0.416
0.112,0.24,0.538,0.067,0.084,0.112,0.56,0.208,0.054,0.569,0.431
0.162,0.209,0.415,0.034,0.073,0.162,0.421,0.247,0.032,0.477,0.523
0.107,0.167,0.607,0.056,0.048,0.107,0.567,0.189,0.033,0.556,0.444
0.111,0.161,0.56,0.06,0.079,0.111,0.532,0.177,0.032,0.566,0.434
0.121,0.174,0.541,0.053,0.111,0.121,0.531,0.217,0.034,0.498,0.502
0.128,0.11,0.56,0.009,0.092,0.128,0.514,0.156,0.028,0.541,0.459
0.179,0.199,0.486,0.058,0.116,0.179,0.491,0.28,0.023,0.387,0.613
0.163,0.207,0.457,0.036,0.099,0.163,0.485,0.231,0.044,0.449,0.551
0.128,0.233,0.497,0.057,0.074,0.128,0.534,0.199,0.054,0.483,0.517
0.123,0.149,0.561,0.026,0.056,0.123,0.532,0.182,0.048,0.565,0.435
0.18,0.253,0.413,0.047,0.081,0.18,0.442,0.261,0.056,0.479,0.521
0.123,0.156,0.561,0.056,0.067,0.123,0.532,0.204,0.03,0.546,0.454
0.107,0.262,0.511,0.057,0.105,0.107,0.516,0.187,0.042,0.536,0.464
0.208,0.215,0.446,0.038,0.054,0.208,0.515,0.269,0.1,0.554,0.446
0.141,0.199,0.438,0.016,0.074,0.141,0.445,0.188,0.039,0.449,0.551
0.109,0.192,0.532,0.05,0.08,0.109,0.517,0.211,0.025,0.521,0.479
0.088,0.239,0.575,0.076,0.083,0.088,0.552,0.193,0.025,0.649,0.351
0.098,0.184,0.564,0.056,0.132,0.098,0.519,0.199,0.019,0.594,0.406
0.142,0.172,0.502,0.057,0.103,0.142,0.484,0.24,0.052,0.466,0.534
0.134,0.17,0.534,0.051,0.067,0.134,0.486,0.217,0.016,0.549,0.451
0.109,0.218,0.487,0.051,0.051,0.109,0.516,0.189,0.091,0.502,0.498
0.086,0.185,0.651,0.059,0.179,0.086,0.599,0.164,0.037,0.503,0.497
0.169,0.219,0.486,0.038,0.109,0.169,0.454,0.23,0.027,0.459,0.541
0.155,0.131,0.512,0.048,0.071,0.155,0.536,0.238,0.06,0.524,0.476
0.113,0.216,0.501,0.069,0.097,0.113,0.48,0.246,0.037,0.579,0.421
0.161,0.152,0.52,0.04,0.055,0.161,0.494,0.239,0.029,0.468,0.532
0.141,0.26,0.456,0.05,0.088,0.141,0.483,0.207,0.03,0.536,0.464
0.136,0.15,0.549,0.042,0.105,0.136,0.493,0.224,0.038,0.472,0.528
0.159,0.2,0.509,0.057,0.088,0.159,0.467,0.233,0.051,0.513,0.487
0.116,0.261,0.437,0.045,0.116,0.116,0.477,0.196,0.055,0.427,0.573
0.133,0.218,0.43,0.067,0.139,0.133,0.455,0.267,0.067,0.448,0.552
0.179,0.226,0.413,0.026,0.085,0.179,0.447,0.268,0.03,0.468,0.532
0.19,0.201,0.452,0.073,0.079,0.19,0.464,0.299,0.038,0.479,0.521
0.128,0.16,0.553,0.047,0.084,0.128,0.514,0.22,0.03,0.526,0.474
0.138,0.185,0.543,0.072,0.101,0.138,0.525,0.232,0.018,0.475,0.525
0.124,0.179,0.536,0.067,0.087,0.124,0.491,0.228,0.035,0.496,0.504
0.145,0.182,0.501,0.078,0.119,0.145,0.501,0.256,0.025,0.505,0.495
0.17,0.274,0.432,0.054,0.087,0.17,0.531,0.257,0.037,0.564,0.436
0.088,0.166,0.594,0.028,0.091,0.088,0.594,0.161,0.033,0.441,0.559
0.102,0.221,0.495,0.065,0.071,0.102,0.488,0.22,0.016,0.578,0.422
0.15,0.161,0.495,0.033,0.091,0.15,0.477,0.221,0.056,0.482,0.518
0.067,0.194,0.659,0.029,0.182,0.067,0.638,0.134,0.053,0.456,0.544
0.129,0.192,0.483,0.035,0.066,0.129,0.486,0.241,0.021,0.503,0.497
0.161,0.212,0.481,0.049,0.063,0.161,0.465,0.246,0.049,0.519,0.481
0.106,0.248,0.475,0.05,0.115,0.106,0.454,0.218,0.065,0.56,0.44
0.125,0.275,0.443,0.067,0.09,0.125,0.469,0.241,0.044,0.518,0.482
0.132,0.249,0.461,0.042,0.101,0.132,0.493,0.214,0.032,0.496,0.504
0.13,0.248,0.485,0.056,0.046,0.13,0.497,0.233,0.041,0.543,0.457
0.117,0.258,0.472,0.12,0.064,0.117,0.494,0.273,0.04,0.58,0.42
0.138,0.196,0.453,0.045,0.103,0.138,0.431,0.238,0.055,0.447,0.553
0.096,0.161,0.548,0.042,0.077,0.096,0.506,0.203,0.042,0.552,0.448
0.137,0.151,0.507,0.014,0.027,0.137,0.452,0.192,0.055,0.466,0.534
0.207,0.233,0.38,0.078,0.058,0.207,0.412,0.306,0.07,0.465,0.535
0.12,0.223,0.48,0.035,0.106,0.12,0.515,0.185,0.076,0.488,0.512
0.167,0.212,0.433,0.027,0.118,0.167,0.421,0.241,0.034,0.372,0.628
0.155,0.221,0.47,0.037,0.066,0.155,0.486,0.235,0.054,0.473,0.527
0.116,0.166,0.541,0.041,0.099,0.116,0.506,0.213,0.041,0.536,0.464
0.108,0.167,0.584,0.048,0.04,0.108,0.561,0.178,0.031,0.618,0.382
0.166,0.107,0.585,0.059,0.068,0.166,0.546,0.229,0.054,0.444,0.556
0.061,0.193,0.681,0.049,0.112,0.061,0.656,0.144,0.052,0.582,0.418
